full_text,Label,text,predicted_label
"['jelek', 'banget', 'maenya']",Bully, jelek banget maenya ,Bully
"['gada', 'jelek']",Bully, gada jelek ,Bully
"['jelek', 'banget']",Bully, jelek banget ,Bully
"['kak', 'dihakimi', 'ya', 'guys', 'ntar', 'nama', 'negara', 'jelek']",Bully, kak dihakimi ya guys ntar nama negara jelek ,Bully
"['bjir', 'kamera', 'work', 'nya', 'jelek', 'sangat', 'yang', 'lo', 'sorot', 'bajingan']",Bully, bjir kamera work nya jelek sangat yang lo sorot bajingan ,Bully
"['audionya', 'jelek', 'ih', 'jujur', 'huft', 'pas', 'joy', 'ment', 'benar', 'benar', 'gakedengeran']",Bully, audionya jelek ih jujur huft pas joy ment benar benar gakedengeran ,Bully
"['anjing', 'jelek', 'banget', 'posisinya']",Bully, anjing jelek banget posisinya ,Bully
"['at', 'least', 'klo', 'reuse', 'baju', 'cari', 'yang', 'bagus', 'kek', 'ni', 'baju', 'jelek', 'lo', 'pakai', 'babik', 'masi', 'mendingan', 'outfit', 'blue', 'ribon', 'marathon', 'kemaren', 'drpd', 'yang', 'anjir', 'jelek', 'banget']",Bully, at least klo reuse baju cari yang bagus kek ni baju jelek lo pakai babik masi mendingan outfit blue ribon marathon kemaren drpd yang anjir jelek banget ,Bully
['jelek'],NoBully, jelek ,Bully
"['iya', 'susah', 'nulis', 'konsisten', 'itu', 'kalau', 'bagus', 'jelek', 'wkwkw', 'berasa', 'bagan', 'anak', 'sd']",Bully, iya susah nulis konsisten itu kalau bagus jelek wkwkw berasa bagan anak sd ,Bully
"['bunga', 'anjing', 'mihoyo', 'anjing', 'tai', 'lo', 'bunga', 'jelek']",Bully, bunga anjing mihoyo anjing tai lo bunga jelek ,Bully
"['jelek', 'banget', 'ih', 'kota', 'gada', 'sinyal']",Bully, jelek banget ih kota gada sinyal ,Bully
"['jelek', 'why']",Bully, jelek why ,Bully
"['hey', 'dibilang', 'jelek', 'seru', 'gembokan']",Bully, hey dibilang jelek seru gembokan ,Bully
"['pls', 'sinyal', 'wifi', 'nya', 'jelek']",Bully, pls sinyal wifi nya jelek ,Bully
"['iya', 'outfit', 'nya', 'jelek']",Bully, iya outfit nya jelek ,Bully
"['jalanin', 'yang', 'mba', 'let', 'it', 'flow', 'sekuatnya', 'dipaksa', 'apapun', 'kalau', 'dipaksain', 'hasilnya', 'jelek', 'semangat', 'mba']",Bully, jalanin yang mba let it flow sekuatnya dipaksa apapun kalau dipaksain hasilnya jelek semangat mba ,Bully
['jelek'],NoBully, jelek ,Bully
"['jelek', 'sangat', 'gue', 'ntr', 'gue', 'rebut', 'kai', 'dlam', 'mimpi']",Bully, jelek sangat gue ntr gue rebut kai dlam mimpi ,Bully
"['nangis', 'jelek', 'haha', 'semoga', 'tuhan', 'kasih', 'kesempatan']",Bully, nangis jelek haha semoga tuhan kasih kesempatan ,Bully
"['jelek', 'bentuk', 'idung', 'sama', 'jaw', 'nya']",Bully, jelek bentuk idung sama jaw nya ,Bully
"['gue', 'teriak', 'jelek', 'ferari']",Bully, gue teriak jelek ferari ,Bully
"['inget', 'orang', 'jelek', 'gabole', 'ngarep', 'reponya', 'kaya', 'gitu', 'yaudah', 'gapapa', 'gabole', 'ngarep']",Bully, inget orang jelek gabole ngarep reponya kaya gitu yaudah gapapa gabole ngarep ,Bully
"['jelek', 'dikit', 'cape', 'aja', 'tugas', 'tugas', 'makasi', 'nya', 'udah', 'ngelakuin', 'terbaik']",Bully, jelek dikit cape aja tugas tugas makasi nya udah ngelakuin terbaik ,Bully
"['sbl', 'banget', 'sepatu', 'kyuhyun', 'knp', 'merah', 'si', 'jelek']",Bully, sbl banget sepatu kyuhyun knp merah si jelek ,Bully
"['bajunya', 'jelek']",Bully, bajunya jelek ,Bully
"['dyandra', 'tolong', 'suara', 'yang', 'beyond', 'jelek', 'banget', 'inij']",Bully, dyandra tolong suara yang beyond jelek banget inij ,Bully
"['ah', 'tahan', 'tahan', 'beli', 'buku', 'inget', 'hapemu', 'udah', 'jelek']",NoBully, ah tahan tahan beli buku inget hapemu udah jelek ,Bully
"['jelek', 'banget', 'ade', 'gue', 'ngomong', 'jd', 'mau']",Bully, jelek banget ade gue ngomong jd mau ,Bully
"['jerawat', 'hidung', 'jelek', 'kali']",NoBully, jerawat hidung jelek kali ,Bully
"['besoknya', 'bilek', 'jelek']",Bully, besoknya bilek jelek ,Bully
"['jaringan', 'gue', 'jelek', 'mulu']",Bully, jaringan gue jelek mulu ,Bully
"['ingyh', 'rony', 'jelek', 'jelek', 'banget', 'lo', 'kek', 'kuda', 'lo', 'jelek']",NoBully, ingyh rony jelek jelek banget lo kek kuda lo jelek ,NoBully
"['kenjaku', 'jelek', 'udah', 'gausah', 'suguru', 'gabakal', 'mangil', 'satoru', 'kaya', 'suguru', 'asli']",Bully, kenjaku jelek udah gausah suguru gabakal mangil satoru kaya suguru asli ,Bully
"['scene', 'gue', 'nangis', 'jelek']",Bully, scene gue nangis jelek ,Bully
"['mewah', 'loh', 'gegara', 'isi', 'warna', 'oren', 'jdi', 'jelek']",Bully, mewah loh gegara isi warna oren jdi jelek ,Bully
"['kaget', 'banget', 'nyebar', 'gosip', 'nya', 'jelek']",Bully, kaget banget nyebar gosip nya jelek ,Bully
"['anj', 'jelek', 'banget']",Bully, anj jelek banget ,Bully
['jelek'],NoBully, jelek ,Bully
"['aduh', 'tidak', 'liat', 'polisi', 'tidur', 'bngt', 'anjing', 'panas', 'mnyet', 'sabar', 'su', 'eh', 'sory', 'sory', 'nih', 'jalan', 'jelek', 'benar', 'bangke']",Bully, aduh tidak liat polisi tidur bngt anjing panas mnyet sabar su eh sory sory nih jalan jelek benar bangke ,Bully
"['cyput', 'jelek']",Bully, cyput jelek ,Bully
"['aslinya', 'jelek', 'woy']",Bully, aslinya jelek woy ,Bully
"['iya', 'kalau', 'balesnya', 'emosi', 'kesanya', 'jelek']",Bully, iya kalau balesnya emosi kesanya jelek ,Bully
"['yaza', 'digo', 'galang', 'jujur', 'si', 'tristan', 'jelek', 'banget', 'anjir', 'muka', 'nya', 'kayak', 'orang', 'cabul']",Bully, yaza digo galang jujur si tristan jelek banget anjir muka nya kayak orang cabul ,Bully
"['jelek', 'ih', 'kaya', 'lo']",NoBully, jelek ih kaya lo ,NoBully
"['iya', 'jelek', 'si', 'jujur', 'pemeranya', 'eren', 'bunuh']",Bully, iya jelek si jujur pemeranya eren bunuh ,Bully
"['kak', 'adrof', 'jelek']",NoBully, kak adrof jelek ,Bully
"['km', 'g', 'jelek', 'i']",Bully, km g jelek i ,Bully
"['sial', 'gue', 'udah', 'bolak', 'buka', 'buble', 'udah', 'marahin', 'tukang', 'wifi', 'kirain', 'jaringanya', 'jelek']",Bully, sial gue udah bolak buka buble udah marahin tukang wifi kirain jaringanya jelek ,Bully
"['gapapa', 'mimpi', 'jelek', 'aja', 'kak']",Bully, gapapa mimpi jelek aja kak ,Bully
"['ok', 'jelek', 'mkny', 'bgtu']",Bully, ok jelek mkny bgtu ,Bully
"['jelek', 'banget', 'huft']",NoBully, jelek banget huft ,Bully
"['mengejar', 'berlari']",Bully, mengejar berlari ,Bully
"['jelek', 'mah']",Bully, jelek mah ,Bully
"['wkwk', 'jelek', 'banget', 'memenya']",Bully, wkwk jelek banget memenya ,Bully
"['nangis', 'jelek', 'haha', 'semoga', 'tuhan', 'kasih', 'kesempatan']",Bully, nangis jelek haha semoga tuhan kasih kesempatan ,Bully
"['gue', 'mimpi', 'jelek', 'banget', 'anjrot']",Bully, gue mimpi jelek banget anjrot ,Bully
"['ngomongin', 'manusia', 'jelek']",Bully, ngomongin manusia jelek ,Bully
['jelek'],NoBully, jelek ,Bully
"['bad', 'sakit', 'herpes', 'argh', 'gaenak', 'serba', 'gaenak', 'jelek', 'how', 's', 'your', 'day', 'kak']",Bully, bad sakit herpes argh gaenak serba gaenak jelek how s your day kak ,Bully
"['ahahahahah', 'lucu', 'banget', 'lo', 'jelek']",NoBully, ahahahahah lucu banget lo jelek ,Bully
"['deket', 'jelek', 'sangat']",Bully, deket jelek sangat ,Bully
"['angfasih', 'fyp', 'ku', 'jelek', 'bngt']",Bully, angfasih fyp ku jelek bngt ,Bully
"['begini', 'nih', 'kalau', 'dimanja', 'jelek']",Bully, begini nih kalau dimanja jelek ,Bully
"['jelek', 'banget', 'monangis']",Bully, jelek banget monangis ,Bully
"['usahain', 'rapih', 'kalau', 'berantakan', 'mod', 'nya', 'jelek', 'jd', 'udah', 'kebiasan']",Bully, usahain rapih kalau berantakan mod nya jelek jd udah kebiasan ,Bully
"['mkst', 'ku', 'gegara', 'kenjatot', 'suguru', 'jd', 'jelek']",Bully, mkst ku gegara kenjatot suguru jd jelek ,Bully
"['jelek', 'misah', 'gitu']",NoBully, jelek misah gitu ,Bully
"['sepi', 'krna', 'bts', 'klo', 'bts', 'udah', 'dirujak', 'smpe', 'jelek']",Bully, sepi krna bts klo bts udah dirujak smpe jelek ,Bully
"['jelek', 'ah', 'bikin', 'aku', 'nangiez', 'aja']",Bully, jelek ah bikin aku nangiez aja ,Bully
"['plis', 'butuh', 'saran', 'boklet', 'tema', 'ribet', 'yang', 'lainya', 'udah', 'terdengar', 'gk', 'niat', 'jshsh', 'takut', 'jelek']",Bully, plis butuh saran boklet tema ribet yang lainya udah terdengar gk niat jshsh takut jelek ,Bully
"['bjrot', 'diyain', 'klo', 'gwej', 'jelek', 'anjir']",Bully, bjrot diyain klo gwej jelek anjir ,Bully
"['ya', 'alah', 'nangis', 'banget', 'poniku', 'habis', 'dicatok', 'nya', 'kebelah', 'jelek', 'banget', 'nangis']",Bully, ya alah nangis banget poniku habis dicatok nya kebelah jelek banget nangis ,Bully
"['tidak', 'deh', 'jelek', 'k', 'tpi']",Bully, tidak deh jelek k tpi ,Bully
"['gausa', 'kekny', 'emng', 'typingnya', 'yang', 'rada', 'jelek']",Bully, gausa kekny emng typingnya yang rada jelek ,Bully
"['kak', 'alex', 'jelek', 'hu']",Bully, kak alex jelek hu ,Bully
"['bmyk', 'opini', 'jelek', 'tntg', 'mobing', 'sory', 'i', 'cant', 'take', 'this', 'slander']",Bully, bmyk opini jelek tntg mobing sory i cant take this slander ,Bully
"['mutualku', 'tidak', 'ad', 'yang', 'jelek', 'cantik']",Bully, mutualku tidak ad yang jelek cantik ,Bully
"['emyu', 'tuh', 'fase', 'hancur', 'dlu', 'si', 'kayak', 'barca', 'suram', 'tingal', 'mesi', 'management', 'kena', 'hutang', 'bnyk', 'dl', 'skrng', 'bangkit', 'kalau', 'emyu', 'jelek', 'banget', 'msh', 'dpt', 'trofi', 'ciki', 'belom', 'sampai', 'fase', 'ancur', 'banget', 'nya']",Bully, emyu tuh fase hancur dlu si kayak barca suram tingal mesi management kena hutang bnyk dl skrng bangkit kalau emyu jelek banget msh dpt trofi ciki belom sampai fase ancur banget nya ,Bully
"['jelek', 'banget']",Bully, jelek banget ,Bully
"['bilang', 'jelek', 'coba']",Bully, bilang jelek coba ,Bully
"['dih', 'lari', 'opini', 'nya', 'jelek', 'lari']",NoBully, dih lari opini nya jelek lari ,Bully
"['memang', 'jelek', 'jersey', 'cok']",Bully, memang jelek jersey cok ,Bully
"['aku', 'lauch', 'bngt', 'beli', 'trs', 'aman', 'packagingnya', 'kali', 'jatoh', 'oke', 'aja', 'trs', 'kenceng', 'yang', 'warna', 'batch', 'jd', 'jelek']",Bully, aku lauch bngt beli trs aman packagingnya kali jatoh oke aja trs kenceng yang warna batch jd jelek ,Bully
"['jelek', 'banget', 'nangis', 'dihalte']",Bully, jelek banget nangis dihalte ,Bully
"['jelek', 'banget', 'pc', 'cakep', 'banget', 'yang']",Bully, jelek banget pc cakep banget yang ,Bully
"['jelek', 'ah', 'sore', 'nangis']",Bully, jelek ah sore nangis ,Bully
"['wifi', 'kosan', 'jelek', 'banget', 'woilah']",Bully, wifi kosan jelek banget woilah ,Bully
"['jelek', 'lo', 'bikin', 'emosi']",Bully, jelek lo bikin emosi ,Bully
"['ofc', 'yang', 'waterprof', 'kalau', 'meleber', 'jelek']",Bully, ofc yang waterprof kalau meleber jelek ,Bully
['jelek'],NoBully, jelek ,Bully
"['kalau', 'grogi', 'tuh', 'jelek', 'bahasa', 'tubuhnya', 'kesel', 'banget']",Bully, kalau grogi tuh jelek bahasa tubuhnya kesel banget ,Bully
"['lo', 'mah', 'enak', 'langsung', 'kerja', 'ordal', 'kalau', 'gue', 'kek', 'beban', 'aja', 'gawe', 'an', 'jelek', 'tidak', 'sesuai', 'ekspetasi', 'jdinya', 'kek', 'beban', 'mental']",Bully, lo mah enak langsung kerja ordal kalau gue kek beban aja gawe an jelek tidak sesuai ekspetasi jdinya kek beban mental ,Bully
"['ih', 'jelek', 'jaringan']",Bully, ih jelek jaringan ,Bully
"['td', 'pagi', 'jelek']",Bully, td pagi jelek ,Bully
"['jelek', 'bngt', 'jancok']",Bully, jelek bngt jancok ,Bully
"['sinyal', 'jelek']",Bully, sinyal jelek ,Bully
"['semalam', 'sinyal', 'jelek', 'pagi']",Bully, semalam sinyal jelek pagi ,Bully
"['pakai', 'baju', 'nya', 'jelek']",NoBully, pakai baju nya jelek ,Bully
"['nangis', 'jelek']",NoBully, nangis jelek ,Bully
"['kampungan', 'hu', 'kampungan', 'hu']",Bully, kampungan hu kampungan hu ,Bully
"['mksd', 'emng', 'monyet', 'yang', 'kampungan', 'gitu']",Bully, mksd emng monyet yang kampungan gitu ,Bully
['kampungan'],NoBully, kampungan ,Bully
['kampungan'],NoBully, kampungan ,Bully
['kampungan'],Bully, kampungan ,Bully
"['kucingku', 'kely', 'si', 'kucing', 'monyet', 'semoga', 'adopt', 'ya', 'adek']",Bully, kucingku kely si kucing monyet semoga adopt ya adek ,Bully
"['elah', 'bete', 'gue', 'nya', 'monyet']",Bully, elah bete gue nya monyet ,Bully
"['sebel', 'kalau', 'dinget', 'monyet']",Bully, sebel kalau dinget monyet ,Bully
"['gue', 'tidak', 'telanjang', 'monyet']",Bully, gue tidak telanjang monyet ,Bully
"['kesepian', 'dompetku']",Bully, kesepian dompetku ,Bully
"['tubuhku', 'bergetar', 'jantungku', 'berdebar', 'kukira', 'belom', 'makan', 'uangku', 'habis']",Bully, tubuhku bergetar jantungku berdebar kukira belom makan uangku habis ,Bully
"['ls', 'tai', 'monyet']",Bully, ls tai monyet ,Bully
"['monyet', 'memang', 'bole', 'semody']",Bully, monyet memang bole semody ,Bully
"['gue', 'beneran', 'gamau', 'menit', 'ngecekin', 'disekitar', 'gue', 'enga', 'kayak', 'lo', 'anjir', 'jias', 'sadar', 'monyet']",Bully, gue beneran gamau menit ngecekin disekitar gue enga kayak lo anjir jias sadar monyet ,Bully
"['skwkwkwk', 'monyet', 'gue', 'bingung', 'sokai', 'dm', 'taro']",Bully, skwkwkwk monyet gue bingung sokai dm taro ,Bully
"['soalny', 'gue', 'aneh', 'banget', 'aja', 'liat', 'org', 'yang', 'benar', 'rajin', 'likein', 'sg', 'pdhl', 'kagak', 'berinteraksi', 'tuh', 'okelah', 'hak', 'lo', 'tapi', 'dongkol', 'jg', 'gksih', 'kayak', 'gangu', 'banget', 'monyet', 'aplgi', 'lawan', 'jenis', 'trs', 'strangers', 'no', 'ofense']",Bully, soalny gue aneh banget aja liat org yang benar rajin likein sg pdhl kagak berinteraksi tuh okelah hak lo tapi dongkol jg gksih kayak gangu banget monyet aplgi lawan jenis trs strangers no ofense ,Bully
"['monyet', 'capek', 'tarik', 'ulur', 'lomba', 'tarik', 'tambang']",Bully, monyet capek tarik ulur lomba tarik tambang ,Bully
"['ngeblur', 'monyet']",Bully, ngeblur monyet ,Bully
"['tapi', 'dah', 'dijemput', 'monyet']",Bully, tapi dah dijemput monyet ,Bully
"['nct', 'kemaren', 'dah', 'janji', 'bantuin', 'yangyang', 'suara', 'monyet', 'zo', 'beneran', 'dilakuin', 'tidak', 'ya']",Bully, nct kemaren dah janji bantuin yangyang suara monyet zo beneran dilakuin tidak ya ,Bully
"['monyet', 'emang', 'langsung', 'love', 'talk', 'kelar', 'it', 's', 'only', 'me']",Bully, monyet emang langsung love talk kelar it s only me ,Bully
"['anjing', 'gue', 'sakit', 'hati', 'banget', 'cok', 'kopisoe', 'glc', 'tutup', 'monyet', 'dkt', 'superindo']",Bully, anjing gue sakit hati banget cok kopisoe glc tutup monyet dkt superindo ,Bully
"['muka', 'nya', 'plis', 'kaya', 'monyet', 'banget', 'tidak', 'kuad']",NoBully, muka nya plis kaya monyet banget tidak kuad ,Bully
"['monyet', 'kau', 'monyet', 'terbaik', 'gue']",Bully, monyet kau monyet terbaik gue ,Bully
"['gada', 'satupun', 'kabar', 'gue', 'buka', 'wa', 'monyet']",Bully, gada satupun kabar gue buka wa monyet ,Bully
"['monyet', 'tl', 'gue', 'pamer', 'papasan', 'sama', 'johny', 'doy', 'renjun', 'argh']",Bully, monyet tl gue pamer papasan sama johny doy renjun argh ,Bully
"['handal', 'menjinakan', 'monyet', 'tau']",Bully, handal menjinakan monyet tau ,Bully
"['tidak', 'wkwkwkwk', 'temen', 'gue', 'sklh', 'pd', 'bahas', 'gs', 'gue', 'doang', 'yang', 'plonga', 'plongo', 'kek', 'monyet']",Bully, tidak wkwkwkwk temen gue sklh pd bahas gs gue doang yang plonga plongo kek monyet ,Bully
"['benci', 'banget', 'monyet', 'make', 'ht', 'ginian', 'ya', 'alah', 'kasar', 'banget']",Bully, benci banget monyet make ht ginian ya alah kasar banget ,Bully
"['wkowkwok', 'monyet']",Bully, wkowkwok monyet ,Bully
"['monyet', 'yang', 'strip', 'strip', 'lucu', 'banget']",Bully, monyet yang strip strip lucu banget ,Bully
"['viral', 'klarifikasi', 'loe', 'monyet', 'kelakuan', 'lo', 'katro']",NoBully, viral klarifikasi loe monyet kelakuan lo katro ,Bully
"['nungu', 'dmd', 'promosi', 'kayak', 'nunguin', 'lairan', 'monyet', 'ha', 'liburan', 'ku', 'ambayar', 'nu', 'sayang']",Bully, nungu dmd promosi kayak nunguin lairan monyet ha liburan ku ambayar nu sayang ,Bully
"['h', 'aja', 'grabak', 'grubuk', 'asu', 'gue', 'udah', 'ngmng', 'dari', 'rabu', 'diem', 'aja', 'monyet', 'memang', 'yang', 'tugasnya', 'lo', 'doang', 'si', 'anjing', 'minimal', 'ya', 'kasih', 'kabarnya', 'cma', 'diread', 'doang']",Bully, h aja grabak grubuk asu gue udah ngmng dari rabu diem aja monyet memang yang tugasnya lo doang si anjing minimal ya kasih kabarnya cma diread doang ,Bully
"['dikancani', 'monyet']",Bully, dikancani monyet ,Bully
"['anjing', 'sp', 'nulis', 'sedih', 'banget', 'monyet', 'nangis', 'pagi', 'pagi']",Bully, anjing sp nulis sedih banget monyet nangis pagi pagi ,Bully
"['pagi', 'pagi', 'dj', 'dibikin', 'badmod', 'monyet']",Bully, pagi pagi dj dibikin badmod monyet ,Bully
"['najis', 'selingkuh', 'selingkuh', 'monyet', 'kagak', 'kudu', 'alesan']",Bully, najis selingkuh selingkuh monyet kagak kudu alesan ,Bully
"['nih', 'aplikasi', 'ribet', 'banget', 'monyet', 'timbang', 'ganti', 'display', 'name', 'doang', 'aje', 'kudu', 'authentication']",Bully, nih aplikasi ribet banget monyet timbang ganti display name doang aje kudu authentication ,Bully
"['g', 'c', 'law', 'cinta', 'beut', 'cowo', 'law', 'gdwysjshsh', 'salting', 'banget', 'gue', 'monyet', 'apip']",Bully, g c law cinta beut cowo law gdwysjshsh salting banget gue monyet apip ,Bully
"['elu', 'nolak', 'kalau', 'gue', 'ajak', 'monyet']",Bully, elu nolak kalau gue ajak monyet ,Bully
"['tungu', 'tungu', 'kesalah', 'fahaman', 'deck']",Bully, tungu tungu kesalah fahaman deck ,Bully
"['ngelonteh', 'deck']",Bully, ngelonteh deck ,Bully
"['gambarnya', 'monyet', 'bjir']",Bully, gambarnya monyet bjir ,Bully
"['pala', 'gue', 'sakit', 'bet', 'dah', 'monyet']",Bully, pala gue sakit bet dah monyet ,Bully
"['yang', 'namanya', 'engagement', 'rasain', 'lo', 'monyet']",Bully, yang namanya engagement rasain lo monyet ,Bully
"['monyet', 'nikah', 'ethan', 'aja']",Bully, monyet nikah ethan aja ,Bully
"['monyet', 'tag', 'tbtb', 'gue', 'suspen', 'gue', 'giveaway', 'akun', 'lo']",Bully, monyet tag tbtb gue suspen gue giveaway akun lo ,Bully
"['monyet', 'ketawa', 'banget', 'maf']",Bully, monyet ketawa banget maf ,Bully
"['anak', 'kelas', 'gue', 'tidak', 'begete', 'anjing', 'kmren', 'udah', 'janji', 'nonton', 'bareng', 'film', 'yang', 'drama', 'performance', 'nti', 'eh', 'kagak', 'sampai', 'skrg', 'gajelas', 'monyet']",Bully, anak kelas gue tidak begete anjing kmren udah janji nonton bareng film yang drama performance nti eh kagak sampai skrg gajelas monyet ,Bully
"['nyesel', 'tapi', 'ky', 'ya', 'udah', 'gt', 'loh', 'ky', 'let', 'it', 'flow', 'tapi', 'gamau', 'kaya', 'malu', 'tapi', 'kaya', 'monyet', 'gue', 'ngelakuin']",Bully, nyesel tapi ky ya udah gt loh ky let it flow tapi gamau kaya malu tapi kaya monyet gue ngelakuin ,Bully
"['jaekyung', 'anjing', 'lo', 'nya', 'gituan', 'kim', 'hesung', 'asu', 'kim', 'gue', 'monyet']",Bully, jaekyung anjing lo nya gituan kim hesung asu kim gue monyet ,Bully
"['fauji', 'kuntul', 'tai', 'monyet', 'drun', 'kadrun', 'guoblock', 'pakai', 'lagak', 'belain', 'daerah', 'yang', 'daerahnya', 'bilang', 'daerah', 'yang', 'huni', 'monyet', 'beruk', 'jin', 'goblock', 'ente', 'diam', 'aja', 'panglima', 'dobol']",Bully, fauji kuntul tai monyet drun kadrun guoblock pakai lagak belain daerah yang daerahnya bilang daerah yang huni monyet beruk jin goblock ente diam aja panglima dobol ,Bully
"['monyet', 'refleks', 'ngakak']",Bully, monyet refleks ngakak ,Bully
"['monyet', 'typing', 'lo', 'jleg', 'banget', 'kontol']",Bully, monyet typing lo jleg banget kontol ,Bully
"['kalau', 'begini', 'aku', 'yh', 'cape', 'monyet']",Bully, kalau begini aku yh cape monyet ,Bully
"['gue', 'memang', 'niatnya', 'mingu', 'biar', 'tidak', 'cangung', 'sama', 'adek', 'gue', 'trs', 'ngelepas', 'kangen', 'kasian', 'si', 'bungsu', 'kesepian', 'banget', 'kakaknya', 'pd', 'sekolah', 'skrng', 'mingu', 'niatnya', 'tapi', 'co', 'sopi', 'cod', 'monyet', 'datengnya', 'besok', 'mingu']",Bully, gue memang niatnya mingu biar tidak cangung sama adek gue trs ngelepas kangen kasian si bungsu kesepian banget kakaknya pd sekolah skrng mingu niatnya tapi co sopi cod monyet datengnya besok mingu ,Bully
"['alah', 'stop', 'kek', 'lo', 'monyet', 'gangu', 'banget', 'udah', 'x']",Bully, alah stop kek lo monyet gangu banget udah x ,Bully
"['monyet', 'tamatnya']",Bully, monyet tamatnya ,Bully
"['monyet', 'sendal', 'gue', 'ilang']",Bully, monyet sendal gue ilang ,Bully
"['gue', 'iri', 'ya', 'monyet', 'gajadi']",Bully, gue iri ya monyet gajadi ,Bully
"['lo', 'duluan', 'monyet']",Bully, lo duluan monyet ,Bully
"['anjing', 'muak', 'banget', 'nih', 'monyet', 'gue', 'jatuh', 'cinta', 'cm', 'dpt', 'jatuh', 'nya', 'doang', 'cintanya', 'nga', 'buang', 'gue', 'efort', 'cowo', 'brengsex', 'kyk', 'lo', 'yang', 'so', 'kecakepan', 'buset', 'mikir', 'dikit', 'cape', 'gblok', 'disepelein', 'mulu', 'kaya', 'gapunya', 'egk', 'slmanya', 'gue', 'luluh', 'gblog', 'inget']",Bully, anjing muak banget nih monyet gue jatuh cinta cm dpt jatuh nya doang cintanya nga buang gue efort cowo brengsex kyk lo yang so kecakepan buset mikir dikit cape gblok disepelein mulu kaya gapunya egk slmanya gue luluh gblog inget ,Bully
"['pengen', 'baca', 'au', 'tidak', 'liat', 'threadnya', 'elon', 'beneran', 'macem', 'monyet', 'kalau', 'begini']",Bully, pengen baca au tidak liat threadnya elon beneran macem monyet kalau begini ,Bully
"['monyet', 'gue', 'sakit']",Bully, monyet gue sakit ,Bully
"['monyet', 'dari', 'tdi', 'kga', 'benar']",Bully, monyet dari tdi kga benar ,Bully
"['sarap', 'pandesal']",Bully, sarap pandesal ,Bully
"['parah', 'negara', 'sepiteng', 'totalitas', 'menzalimi', 'warga', 'amp', 'dg', 'ngumat', 'idiot', 'sinting', 'penyembah', 'hahbabi', 'sarap', 'sangit', 'sampai', 'mampus', 'musnah', 'berdamai', 'dg', 'kebusukan', 'total', 'setan', 'iblis', 'dajal']",NoBully, parah negara sepiteng totalitas menzalimi warga amp dg ngumat idiot sinting penyembah hahbabi sarap sangit sampai mampus musnah berdamai dg kebusukan total setan iblis dajal ,Bully
"['emang', 'sarap', 'tuh', 'tidak', 'tangung']",Bully, emang sarap tuh tidak tangung ,Bully
"['muka', 'ama', 'review', 'makanan', 'hubunganya', 'bjir', 'sarap', 'nih', 'orang']",NoBully, muka ama review makanan hubunganya bjir sarap nih orang ,Bully
"['sarap', 'char']",Bully, sarap char ,Bully
"['sarap', 'ah', 'diteangan', 'hese']",Bully, sarap ah diteangan hese ,Bully
"['sarap', 'xonam', 'li', 'rek']",Bully, sarap xonam li rek ,Bully
"['ganteng', 'ganteng', 'sarap']",Bully, ganteng ganteng sarap ,Bully
"['sarap', 'ma', 'ratio', 'nu']",Bully, sarap ma ratio nu ,Bully
"['sarap', 'dedehin']",Bully, sarap dedehin ,Bully
"['tapi', 'elu', 'ngatain', 'w', 'sarap', 'sie', 'w', 'klesi']",Bully, tapi elu ngatain w sarap sie w klesi ,Bully
"['sarap', 'khoni', 'celta', 'rek']",Bully, sarap khoni celta rek ,Bully
"['sarap', 'sa', 'pandinig', 'version', 'ni', 'bam', 'ng', 'raining', 'in', 'mnl']",Bully, sarap sa pandinig version ni bam ng raining in mnl ,Bully
"['sarap', 'nyu', 'ah']",Bully, sarap nyu ah ,Bully
"['huehueueyeueheuheuehuehuehueheue', 'sarap', 'sa', 'ears']",Bully, huehueueyeueheuheuehuehuehueheue sarap sa ears ,Bully
"['sarap', 'katukan', 'ng', 'ganyan']",Bully, sarap katukan ng ganyan ,Bully
"['sarap', 'sen']",Bully, sarap sen ,Bully
"['sarap', 'memang']",NoBully, sarap memang ,Bully
"['sarap', 'mane', 'dma', 'tit', 'sakh']",Bully, sarap mane dma tit sakh ,Bully
"['kesialan', 'warga', 'yang', 'meridhoi', 'negara', 'sepiteng', 'bikinan', 'parah', 'hahbabi', 'sarap', 'sangit', 'berlanjut', 'abadi', 'sepiteng', 'kerak', 'jahanam', 'patuh', 'tat', 'hahbabi', 'menganut', 'demoncrazy', 'terjamin', 'warga', 'abadi', 'sepiteng', 'kerak', 'jahanam']",NoBully, kesialan warga yang meridhoi negara sepiteng bikinan parah hahbabi sarap sangit berlanjut abadi sepiteng kerak jahanam patuh tat hahbabi menganut demoncrazy terjamin warga abadi sepiteng kerak jahanam ,Bully
"['ya', 'alah', 'gedeg', 'aja', 'gue', 'bikin', 'bencana', 'sarap', 'lo', 'bikin', 'foto', 'prewed', 'ngerusak', 'alam']",NoBully, ya alah gedeg aja gue bikin bencana sarap lo bikin foto prewed ngerusak alam ,Bully
"['sarap', 'nun', 'ah', 'pasok', 'ulit', 'hunks', 'f', 'zom', 'jakol']",Bully, sarap nun ah pasok ulit hunks f zom jakol ,Bully
"['sarap', 'puta']",Bully, sarap puta ,Bully
"['sarap', 'tirisin']",Bully, sarap tirisin ,Bully
